phone,calls_made,unique_b_parties,total_duration_s,calls_received,unique_a_parties,total_calls
+919101123299,0.0,0.0,0.0,4,4,4.0
+919099243552,0.0,0.0,0.0,4,4,4.0
+919087969209,0.0,0.0,0.0,4,4,4.0
+918686162558,0.0,0.0,0.0,4,4,4.0
+917816284756,0.0,0.0,0.0,4,4,4.0
+918553714266,0.0,0.0,0.0,4,4,4.0
+917098504133,0.0,0.0,0.0,4,4,4.0
+918441722778,0.0,0.0,0.0,4,4,4.0
+918554263185,0.0,0.0,0.0,4,4,4.0
+917051456542,0.0,0.0,0.0,4,4,4.0
+918640947028,0.0,0.0,0.0,4,4,4.0
+918568509511,0.0,0.0,0.0,4,4,4.0
+916949221233,0.0,0.0,0.0,4,4,4.0
+919822762492,0.0,0.0,0.0,4,4,4.0
+918552508533,0.0,0.0,0.0,4,4,4.0
+918458229852,0.0,0.0,0.0,4,4,4.0
+919800384723,0.0,0.0,0.0,4,4,4.0
+918460835633,0.0,0.0,0.0,4,4,4.0
+916851091045,0.0,0.0,0.0,4,4,4.0
+919453869048,0.0,0.0,0.0,4,4,4.0
+917106627155,0.0,0.0,0.0,4,4,4.0
+916981127075,0.0,0.0,0.0,4,4,4.0
+916850090200,0.0,0.0,0.0,4,3,4.0
+918647211100,0.0,0.0,0.0,4,4,4.0
+917026539364,0.0,0.0,0.0,4,4,4.0
+916860082477,0.0,0.0,0.0,4,4,4.0
+918648139709,0.0,0.0,0.0,4,4,4.0
+919760990716,0.0,0.0,0.0,4,4,4.0
+919771009980,0.0,0.0,0.0,4,4,4.0
+919462233035,0.0,0.0,0.0,4,4,4.0
+917080227033,0.0,0.0,0.0,4,4,4.0
+918563471044,0.0,0.0,0.0,4,4,4.0
+917078151548,0.0,0.0,0.0,4,4,4.0
+917044171774,0.0,0.0,0.0,4,4,4.0
+916878157587,0.0,0.0,0.0,4,4,4.0
+919761153347,0.0,0.0,0.0,4,4,4.0
+918448331702,0.0,0.0,0.0,4,4,4.0
+917028280613,0.0,0.0,0.0,4,4,4.0
+919775204162,0.0,0.0,0.0,4,4,4.0
+916878120426,0.0,0.0,0.0,4,4,4.0
+919487446670,0.0,0.0,0.0,4,4,4.0
+916873581313,0.0,0.0,0.0,4,4,4.0
+919457358559,0.0,0.0,0.0,4,4,4.0
+918564140543,0.0,0.0,0.0,4,4,4.0
+919469581827,0.0,0.0,0.0,4,4,4.0
+919483685514,0.0,0.0,0.0,4,4,4.0
+918507738211,0.0,0.0,0.0,4,4,4.0
+918608326150,0.0,0.0,0.0,4,4,4.0
+916824234903,0.0,0.0,0.0,4,4,4.0
+916835938970,0.0,0.0,0.0,4,4,4.0
+918655386577,0.0,0.0,0.0,4,4,4.0
+917126172385,0.0,0.0,0.0,4,4,4.0
+919767844778,0.0,0.0,0.0,4,4,4.0
+918661817796,0.0,0.0,0.0,4,4,4.0
+919800705161,0.0,0.0,0.0,4,4,4.0
+918541185913,0.0,0.0,0.0,4,4,4.0
+918665562417,0.0,0.0,0.0,4,4,4.0
+918531522700,0.0,0.0,0.0,4,4,4.0
+918417619320,0.0,0.0,0.0,4,4,4.0
+916994328746,0.0,0.0,0.0,4,4,4.0
+917000182143,0.0,0.0,0.0,4,4,4.0
+918416237203,0.0,0.0,0.0,4,4,4.0
+918582147546,0.0,0.0,0.0,4,4,4.0
+919757771123,0.0,0.0,0.0,4,4,4.0
+918479755997,0.0,0.0,0.0,4,4,4.0
+917123334645,0.0,0.0,0.0,4,4,4.0
+916909713870,0.0,0.0,0.0,4,4,4.0
+916961071085,0.0,0.0,0.0,4,4,4.0
+918546654734,0.0,0.0,0.0,4,4,4.0
+919474758330,0.0,0.0,0.0,4,4,4.0
+919770064384,0.0,0.0,0.0,4,4,4.0
+918531423191,0.0,0.0,0.0,4,4,4.0
+916841272764,0.0,0.0,0.0,4,4,4.0
+918648655364,0.0,0.0,0.0,4,4,4.0
+917017075263,0.0,0.0,0.0,4,4,4.0
+918480544637,0.0,0.0,0.0,4,4,4.0
+917053673400,0.0,0.0,0.0,4,4,4.0
+917117869638,0.0,0.0,0.0,4,4,4.0
+918425926766,0.0,0.0,0.0,4,4,4.0
+918430856556,0.0,0.0,0.0,4,4,4.0
+919482277275,0.0,0.0,0.0,3,3,3.0
+919360903966,0.0,0.0,0.0,3,3,3.0
+918483360702,0.0,0.0,0.0,3,3,3.0
+918476472435,0.0,0.0,0.0,3,3,3.0
+917972427540,0.0,0.0,0.0,3,3,3.0
+919122441006,0.0,0.0,0.0,3,3,3.0
+919136852957,0.0,0.0,0.0,3,3,3.0
+919131346359,0.0,0.0,0.0,3,3,3.0
+918376033038,0.0,0.0,0.0,3,3,3.0
+919508984458,0.0,0.0,0.0,3,3,3.0
+917962282742,0.0,0.0,0.0,3,3,3.0
+919126842399,0.0,0.0,0.0,3,3,3.0
+919120840098,0.0,0.0,0.0,3,3,3.0
+918259308769,0.0,0.0,0.0,3,3,3.0
+917977157835,0.0,0.0,0.0,3,3,3.0
+919113593263,0.0,0.0,0.0,3,3,3.0
+919085597684,0.0,0.0,0.0,3,3,3.0
+918012701941,0.0,0.0,0.0,3,3,3.0
+918512625462,0.0,0.0,0.0,3,3,3.0
+919591915371,0.0,0.0,0.0,3,3,3.0
+918016304694,0.0,0.0,0.0,3,3,3.0
+919472886412,0.0,0.0,0.0,3,3,3.0
+919058374965,0.0,0.0,0.0,3,3,3.0
+919050038431,0.0,0.0,0.0,3,3,3.0
+919048253182,0.0,0.0,0.0,3,3,3.0
+918532001215,0.0,0.0,0.0,3,3,3.0
+918028598100,0.0,0.0,0.0,3,3,3.0
+919043444628,0.0,0.0,0.0,3,3,3.0
+919584405468,0.0,0.0,0.0,3,3,3.0
+919033859947,0.0,0.0,0.0,3,3,3.0
+919033352017,0.0,0.0,0.0,3,2,3.0
+919480653254,0.0,0.0,0.0,3,3,3.0
+918008243314,0.0,0.0,0.0,3,3,3.0
+918006726043,0.0,0.0,0.0,3,3,3.0
+918386753225,0.0,0.0,0.0,3,3,3.0
+919481945841,0.0,0.0,0.0,3,3,3.0
+919105079887,0.0,0.0,0.0,3,3,3.0
+919104722695,0.0,0.0,0.0,3,3,3.0
+919104248874,0.0,0.0,0.0,3,3,3.0
+919366397200,0.0,0.0,0.0,3,3,3.0
+917991998801,0.0,0.0,0.0,3,2,3.0
+919099909226,0.0,0.0,0.0,3,3,3.0
+918497831368,0.0,0.0,0.0,3,3,3.0
+918489833796,0.0,0.0,0.0,3,3,3.0
+919097874437,0.0,0.0,0.0,3,3,3.0
+919594661067,0.0,0.0,0.0,3,3,3.0
+917995479186,0.0,0.0,0.0,3,3,3.0
+919092054122,0.0,0.0,0.0,3,3,3.0
+919594577578,0.0,0.0,0.0,3,3,3.0
+918386447186,0.0,0.0,0.0,3,3,3.0
+917920854246,0.0,0.0,0.0,3,3,3.0
+918386953707,0.0,0.0,0.0,3,3,3.0
+919258870718,0.0,0.0,0.0,3,3,3.0
+919258545841,0.0,0.0,0.0,3,3,3.0
+919492193271,0.0,0.0,0.0,3,3,3.0
+918402392222,0.0,0.0,0.0,3,3,3.0
+919250146506,0.0,0.0,0.0,3,3,3.0
+919246974954,0.0,0.0,0.0,3,3,3.0
+919346229661,0.0,0.0,0.0,3,3,3.0
+918436649947,0.0,0.0,0.0,3,3,3.0
+919225468704,0.0,0.0,0.0,3,3,3.0
+919222918853,0.0,0.0,0.0,3,3,3.0
+917864665332,0.0,0.0,0.0,3,3,3.0
+919216788869,0.0,0.0,0.0,3,3,3.0
+919214252566,0.0,0.0,0.0,3,3,3.0
+919211596427,0.0,0.0,0.0,3,3,3.0
+919204509733,0.0,0.0,0.0,3,3,3.0
+917871496615,0.0,0.0,0.0,3,3,3.0
+918395850843,0.0,0.0,0.0,3,3,3.0
+918395001057,0.0,0.0,0.0,3,3,3.0
+919623076662,0.0,0.0,0.0,3,3,3.0
+917839533733,0.0,0.0,0.0,3,3,3.0
+918442337843,0.0,0.0,0.0,3,3,3.0
+917837607111,0.0,0.0,0.0,3,3,3.0
+919319315007,0.0,0.0,0.0,3,2,3.0
+919317667598,0.0,0.0,0.0,3,3,3.0
+917818139523,0.0,0.0,0.0,3,3,3.0
+919298726868,0.0,0.0,0.0,3,3,3.0
+919297961486,0.0,0.0,0.0,3,3,3.0
+917819981406,0.0,0.0,0.0,3,3,3.0
+919293959516,0.0,0.0,0.0,3,3,3.0
+918414627065,0.0,0.0,0.0,3,3,3.0
+917820898471,0.0,0.0,0.0,3,3,3.0
+919284955589,0.0,0.0,0.0,3,3,3.0
+919282127962,0.0,0.0,0.0,3,3,3.0
+919272843665,0.0,0.0,0.0,3,3,3.0
+917827412673,0.0,0.0,0.0,3,3,3.0
+918422961102,0.0,0.0,0.0,3,3,3.0
+917836054651,0.0,0.0,0.0,3,3,3.0
+919270933182,0.0,0.0,0.0,3,3,3.0
+919265110589,0.0,0.0,0.0,3,3,3.0
+918438163053,0.0,0.0,0.0,3,3,3.0
+919195420678,0.0,0.0,0.0,3,3,3.0
+917951156042,0.0,0.0,0.0,3,3,3.0
+919158873733,0.0,0.0,0.0,3,3,3.0
+919354221821,0.0,0.0,0.0,3,3,3.0
+918351460899,0.0,0.0,0.0,3,3,3.0
+917921170786,0.0,0.0,0.0,3,3,3.0
+917930713699,0.0,0.0,0.0,3,3,3.0
+919356045243,0.0,0.0,0.0,3,3,3.0
+917937796534,0.0,0.0,0.0,3,3,3.0
+917938523413,0.0,0.0,0.0,3,3,3.0
+918388885892,0.0,0.0,0.0,3,3,3.0
+919149609647,0.0,0.0,0.0,3,3,3.0
+918471654427,0.0,0.0,0.0,3,3,3.0
+919147394718,0.0,0.0,0.0,3,3,3.0
+919357814850,0.0,0.0,0.0,3,3,3.0
+919143751440,0.0,0.0,0.0,3,3,3.0
+917945355731,0.0,0.0,0.0,3,3,3.0
+917948268271,0.0,0.0,0.0,3,3,3.0
+918387681799,0.0,0.0,0.0,3,3,3.0
+917950647581,0.0,0.0,0.0,3,3,3.0
+919354028492,0.0,0.0,0.0,3,3,3.0
+919162589230,0.0,0.0,0.0,3,3,3.0
+919190717891,0.0,0.0,0.0,3,3,3.0
+919162788035,0.0,0.0,0.0,3,3,3.0
+917880384640,0.0,0.0,0.0,3,3,3.0
+919187718021,0.0,0.0,0.0,3,3,3.0
+918452829614,0.0,0.0,0.0,3,3,3.0
+919179620062,0.0,0.0,0.0,3,3,3.0
+917895693153,0.0,0.0,0.0,3,3,3.0
+918455462565,0.0,0.0,0.0,3,3,3.0
+917897175595,0.0,0.0,0.0,3,3,3.0
+917899390132,0.0,0.0,0.0,3,3,3.0
+919172077954,0.0,0.0,0.0,3,3,3.0
+919171479110,0.0,0.0,0.0,3,3,3.0
+919168830367,0.0,0.0,0.0,3,3,3.0
+917912752542,0.0,0.0,0.0,3,3,3.0
+917914025149,0.0,0.0,0.0,3,3,3.0
+919611907333,0.0,0.0,0.0,3,3,3.0
+918458185616,0.0,0.0,0.0,3,3,3.0
+919168269969,0.0,0.0,0.0,3,3,3.0
+919163145626,0.0,0.0,0.0,3,3,3.0
+918532438264,0.0,0.0,0.0,3,3,3.0
+918348172815,0.0,0.0,0.0,3,3,3.0
+918350142534,0.0,0.0,0.0,3,3,3.0
+918638275842,0.0,0.0,0.0,3,3,3.0
+918812556122,0.0,0.0,0.0,3,3,3.0
+918812342866,0.0,0.0,0.0,3,3,3.0
+918811636050,0.0,0.0,0.0,3,3,3.0
+918810797864,0.0,0.0,0.0,3,3,3.0
+918808940706,0.0,0.0,0.0,3,3,3.0
+918296278212,0.0,0.0,0.0,3,3,3.0
+918294555571,0.0,0.0,0.0,3,3,3.0
+918795649615,0.0,0.0,0.0,3,3,3.0
+919424436162,0.0,0.0,0.0,3,3,3.0
+918204498121,0.0,0.0,0.0,3,3,3.0
+919428511997,0.0,0.0,0.0,3,3,3.0
+918200264722,0.0,0.0,0.0,3,3,3.0
+918638421972,0.0,0.0,0.0,3,3,3.0
+919526424953,0.0,0.0,0.0,3,3,3.0
+918286298175,0.0,0.0,0.0,3,3,3.0
+919454891254,0.0,0.0,0.0,3,3,3.0
+918201643938,0.0,0.0,0.0,3,3,3.0
+918780361928,0.0,0.0,0.0,3,3,3.0
+918813585527,0.0,0.0,0.0,3,3,3.0
+918300344757,0.0,0.0,0.0,3,3,3.0
+918819975598,0.0,0.0,0.0,3,3,3.0
+918826604204,0.0,0.0,0.0,3,3,3.0
+918853792341,0.0,0.0,0.0,3,3,3.0
+918850288410,0.0,0.0,0.0,3,3,3.0
+918850168928,0.0,0.0,0.0,3,3,3.0
+918614611664,0.0,0.0,0.0,3,3,3.0
+919402666609,0.0,0.0,0.0,3,3,3.0
+918620275447,0.0,0.0,0.0,3,3,3.0
+918621932771,0.0,0.0,0.0,3,3,3.0
+918623640238,0.0,0.0,0.0,3,3,3.0
+918841580085,0.0,0.0,0.0,3,3,3.0
+918840516809,0.0,0.0,0.0,3,3,3.0
+918172158864,0.0,0.0,0.0,3,3,3.0
+918172410711,0.0,0.0,0.0,3,3,3.0
+919550565455,0.0,0.0,0.0,3,3,3.0
+919462414048,0.0,0.0,0.0,3,3,3.0
+918834923851,0.0,0.0,0.0,3,3,3.0
+918174062996,0.0,0.0,0.0,3,3,3.0
+919413282804,0.0,0.0,0.0,3,3,3.0
+918642044982,0.0,0.0,0.0,3,3,3.0
+918645228812,0.0,0.0,0.0,3,3,3.0
+918859322411,0.0,0.0,0.0,3,3,3.0
+919527094344,0.0,0.0,0.0,3,3,3.0
+918713068135,0.0,0.0,0.0,3,3,3.0
+918710705279,0.0,0.0,0.0,3,3,3.0
+918708352109,0.0,0.0,0.0,3,3,3.0
+918700115898,0.0,0.0,0.0,3,3,3.0
+918657510216,0.0,0.0,0.0,3,3,3.0
+919533317714,0.0,0.0,0.0,3,3,3.0
+918247034656,0.0,0.0,0.0,3,3,3.0
+918247495217,0.0,0.0,0.0,3,3,3.0
+918691692457,0.0,0.0,0.0,3,3,3.0
+918768305909,0.0,0.0,0.0,3,3,3.0
+918684650022,0.0,0.0,0.0,3,3,3.0
+918683414958,0.0,0.0,0.0,3,3,3.0
+918674226499,0.0,0.0,0.0,3,3,3.0
+919528890600,0.0,0.0,0.0,3,3,3.0
+918250976564,0.0,0.0,0.0,3,3,3.0
+918667044288,0.0,0.0,0.0,3,3,3.0
+918253774601,0.0,0.0,0.0,3,3,3.0
+918257005994,0.0,0.0,0.0,3,3,3.0
+919440961866,0.0,0.0,0.0,3,3,3.0
+918275842027,0.0,0.0,0.0,3,3,3.0
+918653928569,0.0,0.0,0.0,3,3,3.0
+918653002799,0.0,0.0,0.0,3,3,3.0
+918767773403,0.0,0.0,0.0,3,3,3.0
+918207737580,0.0,0.0,0.0,3,3,3.0
+918762879214,0.0,0.0,0.0,3,3,3.0
+918760823788,0.0,0.0,0.0,3,3,3.0
+919431337077,0.0,0.0,0.0,3,3,3.0
+918744527476,0.0,0.0,0.0,3,3,3.0
+918220355678,0.0,0.0,0.0,3,3,3.0
+919539536131,0.0,0.0,0.0,3,3,3.0
+919437333503,0.0,0.0,0.0,3,3,3.0
+918220853714,0.0,0.0,0.0,3,3,3.0
+918737901717,0.0,0.0,0.0,3,3,3.0
+918222496478,0.0,0.0,0.0,3,3,3.0
+918731426771,0.0,0.0,0.0,3,3,3.0
+918728944618,0.0,0.0,0.0,3,2,3.0
+918650926518,0.0,0.0,0.0,3,3,3.0
+918652011594,0.0,0.0,0.0,3,3,3.0
+918230750424,0.0,0.0,0.0,3,3,3.0
+918859188926,0.0,0.0,0.0,3,3,3.0
+918869157043,0.0,0.0,0.0,3,3,3.0
+918037514521,0.0,0.0,0.0,3,3,3.0
+918064801797,0.0,0.0,0.0,3,3,3.0
+918981260998,0.0,0.0,0.0,3,3,3.0
+918978088355,0.0,0.0,0.0,3,3,3.0
+918552430433,0.0,0.0,0.0,3,3,3.0
+918347354065,0.0,0.0,0.0,3,3,3.0
+918963327121,0.0,0.0,0.0,3,3,3.0
+918055531561,0.0,0.0,0.0,3,3,3.0
+918962555134,0.0,0.0,0.0,3,3,3.0
+919388812313,0.0,0.0,0.0,3,3,3.0
+919514255553,0.0,0.0,0.0,3,3,3.0
+919469868179,0.0,0.0,0.0,3,3,3.0
+919573575052,0.0,0.0,0.0,3,3,3.0
+918954584610,0.0,0.0,0.0,3,3,3.0
+918954282681,0.0,0.0,0.0,3,3,3.0
+918940150268,0.0,0.0,0.0,3,3,3.0
+918557289150,0.0,0.0,0.0,3,3,3.0
+918938947079,0.0,0.0,0.0,3,3,3.0
+918937167696,0.0,0.0,0.0,3,3,3.0
+918083924812,0.0,0.0,0.0,3,3,3.0
+918986044657,0.0,0.0,0.0,3,3,3.0
+918051645560,0.0,0.0,0.0,3,3,3.0
+918548183653,0.0,0.0,0.0,3,3,3.0
+918051061785,0.0,0.0,0.0,3,3,3.0
+918039370478,0.0,0.0,0.0,3,3,3.0
+919030527594,0.0,0.0,0.0,3,3,3.0
+919025728551,0.0,0.0,0.0,3,3,3.0
+918534818802,0.0,0.0,0.0,3,3,3.0
+919025015910,0.0,0.0,0.0,3,3,3.0
+918042241098,0.0,0.0,0.0,3,3,3.0
+919023923239,0.0,0.0,0.0,3,3,3.0
+919581975555,0.0,0.0,0.0,3,3,3.0
+918348764221,0.0,0.0,0.0,3,3,3.0
+918541498185,0.0,0.0,0.0,3,3,3.0
+918543867898,0.0,0.0,0.0,3,3,3.0
+918544875280,0.0,0.0,0.0,3,3,3.0
+919013934776,0.0,0.0,0.0,3,3,3.0
+918995283513,0.0,0.0,0.0,3,3,3.0
+918666791511,0.0,0.0,0.0,3,3,3.0
+918989756401,0.0,0.0,0.0,3,3,3.0
+918050648102,0.0,0.0,0.0,3,3,3.0
+918089353466,0.0,0.0,0.0,3,3,3.0
+918937116255,0.0,0.0,0.0,3,3,3.0
+918612217044,0.0,0.0,0.0,3,3,3.0
+918140089240,0.0,0.0,0.0,3,3,3.0
+918582692217,0.0,0.0,0.0,3,3,3.0
+918134371487,0.0,0.0,0.0,3,3,3.0
+918320808309,0.0,0.0,0.0,3,3,3.0
+918137550467,0.0,0.0,0.0,3,3,3.0
+919467346642,0.0,0.0,0.0,3,3,3.0
+918138456380,0.0,0.0,0.0,3,3,3.0
+918585803737,0.0,0.0,0.0,3,3,3.0
+918887955011,0.0,0.0,0.0,3,3,3.0
+918318466339,0.0,0.0,0.0,3,3,3.0
+918095387295,0.0,0.0,0.0,3,3,3.0
+919558938834,0.0,0.0,0.0,3,3,3.0
+918589080155,0.0,0.0,0.0,3,3,3.0
+918887676362,0.0,0.0,0.0,3,3,3.0
+918147600272,0.0,0.0,0.0,3,3,3.0
+918605054242,0.0,0.0,0.0,3,3,3.0
+918605703334,0.0,0.0,0.0,3,3,3.0
+919525462596,0.0,0.0,0.0,3,3,3.0
+918314142067,0.0,0.0,0.0,3,3,3.0
+918133499502,0.0,0.0,0.0,3,3,3.0
+918132787709,0.0,0.0,0.0,3,3,3.0
+918128288553,0.0,0.0,0.0,3,3,3.0
+918900695946,0.0,0.0,0.0,3,3,3.0
+918562186993,0.0,0.0,0.0,3,3,3.0
+918931766606,0.0,0.0,0.0,3,3,3.0
+918927095439,0.0,0.0,0.0,3,3,3.0
+918923139565,0.0,0.0,0.0,3,3,3.0
+918333358605,0.0,0.0,0.0,3,3,3.0
+918102002916,0.0,0.0,0.0,3,3,3.0
+918915604284,0.0,0.0,0.0,3,3,3.0
+918915454062,0.0,0.0,0.0,3,3,3.0
+919467350364,0.0,0.0,0.0,3,3,3.0
+918572981058,0.0,0.0,0.0,3,3,3.0
+918573767930,0.0,0.0,0.0,3,3,3.0
+918902778071,0.0,0.0,0.0,3,3,3.0
+918120016604,0.0,0.0,0.0,3,3,3.0
+918120392968,0.0,0.0,0.0,3,3,3.0
+919562334602,0.0,0.0,0.0,3,3,3.0
+919561814572,0.0,0.0,0.0,3,3,3.0
+918574828706,0.0,0.0,0.0,3,3,3.0
+918874524757,0.0,0.0,0.0,3,3,3.0
+917660146244,0.0,0.0,0.0,3,3,3.0
+916930720631,0.0,0.0,0.0,3,3,3.0
+917287804666,0.0,0.0,0.0,3,3,3.0
+919737306841,0.0,0.0,0.0,3,3,3.0
+917248930150,0.0,0.0,0.0,3,3,3.0
+917251518705,0.0,0.0,0.0,3,3,3.0
+916502651063,0.0,0.0,0.0,3,3,3.0
+917252964790,0.0,0.0,0.0,3,3,3.0
+917257336024,0.0,0.0,0.0,3,3,3.0
+919731994441,0.0,0.0,0.0,3,3,3.0
+917269983030,0.0,0.0,0.0,3,3,3.0
+917273383173,0.0,0.0,0.0,3,3,3.0
+916492963632,0.0,0.0,0.0,3,3,3.0
+917280112599,0.0,0.0,0.0,3,3,3.0
+917284834073,0.0,0.0,0.0,3,3,3.0
+919916319827,0.0,0.0,0.0,3,3,3.0
+917160559645,0.0,0.0,0.0,3,3,3.0
+917295031844,0.0,0.0,0.0,3,3,3.0
+917295085493,0.0,0.0,0.0,3,3,3.0
+917302064269,0.0,0.0,0.0,3,3,3.0
+917303949164,0.0,0.0,0.0,3,3,3.0
+916470414978,0.0,0.0,0.0,3,3,3.0
+917307451482,0.0,0.0,0.0,3,3,3.0
+919925569100,0.0,0.0,0.0,3,3,3.0
+917315825662,0.0,0.0,0.0,3,3,3.0
+917318446648,0.0,0.0,0.0,3,3,3.0
+916468327612,0.0,0.0,0.0,3,3,3.0
+916466087426,0.0,0.0,0.0,3,3,3.0
+916464452567,0.0,0.0,0.0,3,3,3.0
+916515903085,0.0,0.0,0.0,3,3,3.0
+916516583859,0.0,0.0,0.0,3,3,3.0
+917244219663,0.0,0.0,0.0,3,3,3.0
+916519349510,0.0,0.0,0.0,3,3,3.0
+919894518715,0.0,0.0,0.0,3,3,3.0
+917172000103,0.0,0.0,0.0,3,3,3.0
+917174144220,0.0,0.0,0.0,3,3,3.0
+917174872429,0.0,0.0,0.0,3,3,3.0
+917181621199,0.0,0.0,0.0,3,3,3.0
+917185198287,0.0,0.0,0.0,3,3,3.0
+916574037667,0.0,0.0,0.0,3,3,3.0
+917188882029,0.0,0.0,0.0,3,3,3.0
+919747353912,0.0,0.0,0.0,3,3,3.0
+916569636579,0.0,0.0,0.0,3,2,3.0
+917191863830,0.0,0.0,0.0,3,3,3.0
+917196373102,0.0,0.0,0.0,3,3,3.0
+919746485283,0.0,0.0,0.0,3,3,3.0
+917201092715,0.0,0.0,0.0,3,3,3.0
+916538021092,0.0,0.0,0.0,3,3,3.0
+917217019641,0.0,0.0,0.0,3,3,3.0
+916528810708,0.0,0.0,0.0,3,3,3.0
+916527066721,0.0,0.0,0.0,3,3,3.0
+917224843507,0.0,0.0,0.0,3,3,3.0
+919739673437,0.0,0.0,0.0,3,3,3.0
+916522392656,0.0,0.0,0.0,3,3,3.0
+917230721175,0.0,0.0,0.0,3,3,3.0
+917232452014,0.0,0.0,0.0,3,3,3.0
+917233371970,0.0,0.0,0.0,3,3,3.0
+917235286524,0.0,0.0,0.0,3,3,3.0
+916461549793,0.0,0.0,0.0,3,3,3.0
+917330824152,0.0,0.0,0.0,3,3,3.0
+916458437338,0.0,0.0,0.0,3,3,3.0
+917435119738,0.0,0.0,0.0,3,3,3.0
+917442405323,0.0,0.0,0.0,3,3,3.0
+917442936199,0.0,0.0,0.0,3,3,3.0
+917444137988,0.0,0.0,0.0,3,3,3.0
+916373799775,0.0,0.0,0.0,3,3,3.0
+916372275672,0.0,0.0,0.0,3,3,3.0
+916362630523,0.0,0.0,0.0,3,3,3.0
+917450692702,0.0,0.0,0.0,3,3,3.0
+919699368761,0.0,0.0,0.0,3,3,3.0
+917451376241,0.0,0.0,0.0,3,3,3.0
+916352364704,0.0,0.0,0.0,3,3,3.0
+917461092230,0.0,0.0,0.0,3,3,3.0
+917462961354,0.0,0.0,0.0,3,3,3.0
+916342351178,0.0,0.0,0.0,3,3,3.0
+916342200176,0.0,0.0,0.0,3,3,3.0
+917466179399,0.0,0.0,0.0,3,3,3.0
+917468148511,0.0,0.0,0.0,3,3,3.0
+919961938647,0.0,0.0,0.0,3,3,3.0
+917472825897,0.0,0.0,0.0,3,3,3.0
+916336642628,0.0,0.0,0.0,3,3,3.0
+916329121894,0.0,0.0,0.0,3,3,3.0
+917477649216,0.0,0.0,0.0,3,3,3.0
+919690779055,0.0,0.0,0.0,3,3,3.0
+917486302764,0.0,0.0,0.0,3,3,3.0
+917489769840,0.0,0.0,0.0,3,3,3.0
+917490397283,0.0,0.0,0.0,3,3,3.0
+917440401979,0.0,0.0,0.0,3,3,3.0
+916381228134,0.0,0.0,0.0,3,3,3.0
+916452204914,0.0,0.0,0.0,3,3,3.0
+916382622582,0.0,0.0,0.0,3,3,3.0
+916451528234,0.0,0.0,0.0,3,3,3.0
+916451301401,0.0,0.0,0.0,3,3,3.0
+917338796197,0.0,0.0,0.0,3,3,3.0
+917343731374,0.0,0.0,0.0,3,3,3.0
+917345855517,0.0,0.0,0.0,3,3,3.0
+917348538399,0.0,0.0,0.0,3,3,3.0
+916445373896,0.0,0.0,0.0,3,3,3.0
+917356837430,0.0,0.0,0.0,3,3,3.0
+916439425319,0.0,0.0,0.0,3,3,3.0
+917367388354,0.0,0.0,0.0,3,3,3.0
+919707602713,0.0,0.0,0.0,3,3,3.0
+917377194343,0.0,0.0,0.0,3,3,3.0
+919707192662,0.0,0.0,0.0,3,3,3.0
+917384067394,0.0,0.0,0.0,3,3,3.0
+916421127986,0.0,0.0,0.0,3,3,3.0
+916419645330,0.0,0.0,0.0,3,3,3.0
+919942127820,0.0,0.0,0.0,3,3,3.0
+917396801093,0.0,0.0,0.0,3,3,3.0
+916396600380,0.0,0.0,0.0,3,3,3.0
+917408478046,0.0,0.0,0.0,3,3,3.0
+919948385516,0.0,0.0,0.0,3,3,3.0
+916386364854,0.0,0.0,0.0,3,3,3.0
+916385759362,0.0,0.0,0.0,3,3,3.0
+917428868194,0.0,0.0,0.0,3,3,3.0
+917431795207,0.0,0.0,0.0,3,3,3.0
+919893853354,0.0,0.0,0.0,3,3,3.0
+917158835122,0.0,0.0,0.0,3,3,3.0
+916327474038,0.0,0.0,0.0,3,3,3.0
+916726538362,0.0,0.0,0.0,3,3,3.0
+916889013205,0.0,0.0,0.0,3,3,3.0
+916889383809,0.0,0.0,0.0,3,3,3.0
+916763413801,0.0,0.0,0.0,3,3,3.0
+916760384221,0.0,0.0,0.0,3,3,3.0
+916900017093,0.0,0.0,0.0,3,3,3.0
+919803112375,0.0,0.0,0.0,3,3,3.0
+916906128668,0.0,0.0,0.0,3,3,3.0
+919801451602,0.0,0.0,0.0,3,3,3.0
+916739484377,0.0,0.0,0.0,3,3,3.0
+916925772557,0.0,0.0,0.0,3,3,3.0
+916932429670,0.0,0.0,0.0,3,3,3.0
+916733704245,0.0,0.0,0.0,3,3,3.0
+916725420895,0.0,0.0,0.0,3,3,3.0
+916579804032,0.0,0.0,0.0,3,3,3.0
+916941275326,0.0,0.0,0.0,3,3,3.0
+916718232666,0.0,0.0,0.0,3,3,3.0
+916718021574,0.0,0.0,0.0,3,3,3.0
+916948259966,0.0,0.0,0.0,3,3,3.0
+916950837633,0.0,0.0,0.0,3,3,3.0
+916954969895,0.0,0.0,0.0,3,3,3.0
+916710666168,0.0,0.0,0.0,3,3,3.0
+919855585738,0.0,0.0,0.0,3,3,3.0
+916956621046,0.0,0.0,0.0,3,3,3.0
+916704445752,0.0,0.0,0.0,3,3,3.0
+916971132795,0.0,0.0,0.0,3,3,3.0
+916700920539,0.0,0.0,0.0,3,3,3.0
+916765061910,0.0,0.0,0.0,3,3,3.0
+919809462196,0.0,0.0,0.0,3,3,3.0
+916765754898,0.0,0.0,0.0,3,3,3.0
+916772341304,0.0,0.0,0.0,3,3,3.0
